HAYA_ID|GESTOR|USUARIO
7260989|GCOM|mcastaneda
7260992|GCOM|mcastaneda
7261036|GCOM|fperello
7261037|GCOM|fperello
7261038|GCOM|fperello
7261039|GCOM|fperello
7230888|GCOM|jordonez
7230889|GCOM|jordonez
7230890|GCOM|jordonez
7230891|GCOM|jordonez
7261084|GCOM|fmena
7261095|GCOM|jlinares
7261096|GCOM|jlinares
7261109|GCOM|mmoron
7261124|GCOM|jgonzalezmo
7261147|GCOM|asegarra
7230897|GCOM|sguillen
7230898|GCOM|jcarrillo
7230899|GCOM|jcarrillo
7230900|GCOM|jcarrillo
7230901|GCOM|jcarrillo
7230902|GCOM|jcarrillo
7230903|GCOM|jcarrillo
7230904|GCOM|jcarrillo
7261178|GCOM|jgaruz
7230905|GCOM|jcarrillo
7261179|GCOM|jgaruz
7230906|GCOM|jcarrillo
7230907|GCOM|jcarrillo
7230908|GCOM|jcarrillo
7230909|GCOM|jcarrillo
7230910|GCOM|lpasano
7230911|GCOM|lpasano
7230912|GCOM|lpasano
7230913|GCOM|lpasano
7230914|GCOM|lpasano
7230915|GCOM|lpasano
7230916|GCOM|lpasano
7230917|GCOM|lpasano
7230918|GCOM|lpasano
7230919|GCOM|lpasano
7230920|GCOM|lpasano
7230921|GCOM|lpasano
7230922|GCOM|lpasano
7230923|GCOM|lpasano
7261292|GCOM|asegarra
7261294|GCOM|mcastaneda
7230924|GCOM|jsimon
7230925|GCOM|jsimon
7230926|GCOM|jsimon
7230927|GCOM|jsimon
7230928|GCOM|jsimon
7230929|GCOM|jsimon
7230930|GCOM|jsimon
7230931|GCOM|jsimon
7230932|GCOM|jsimon
7261367|GCOM|fpineiro
7230933|GCOM|eblasco
7230934|GCOM|jcanelles
7230935|GCOM|jcarrillo
7230936|GCOM|sguillen
7230938|GCOM|cguillamon
7230939|GCOM|cguillamon
7230940|GCOM|sguillen
7230941|GCOM|eblasco
7261434|GCOM|mmoron
7261447|GCOM|jsevilla
7230942|GCOM|bjulian
7230943|GCOM|bjulian
7230944|GCOM|dchoclan
7230945|GCOM|sguillen
7230946|GCOM|dchoclan
7230947|GCOM|dchoclan
7230948|GCOM|dchoclan
7230949|GCOM|dchoclan
7230950|GCOM|ssaenz
7230951|GCOM|ssaenz
7230952|GCOM|ssaenz
7230953|GCOM|ssaenz
7230954|GCOM|ssaenz
7230955|GCOM|ssaenz
7230956|GCOM|ssaenz
7230957|GCOM|ssaenz
7230958|GCOM|ssaenz
7230959|GCOM|ssaenz
7230960|GCOM|ssaenz
7230961|GCOM|ssaenz
7230962|GCOM|ssaenz
7262039|GCOM|fpineiro
7230963|GCOM|ssaenz
7230964|GCOM|ssaenz
7230965|GCOM|ssaenz
7230966|GCOM|ssaenz
7230967|GCOM|ssaenz
7262103|GCOM|mgorrochategui
7230968|GCOM|erosillo
7262442|GCOM|GESTCOM
7230973|GCOM|cguillamon
7230974|GCOM|jroca
7230975|GCOM|jroca
7230977|GCOM|sperezn
7230978|GCOM|ivert
7230979|GCOM|ivert
7230980|GCOM|ivert
7230981|GCOM|ivert
7230982|GCOM|ivert
7230983|GCOM|cguillamon
7230984|GCOM|cguillamon
7230986|GCOM|ssaenz
7230987|GCOM|jcarrillo
7230988|GCOM|mluna
7230989|GCOM|dsalvador
7263020|GCOM|fpineiro
7263037|GCOM|pgarciaalmonacid
7230990|GCOM|erosillo
7263095|GCOM|aferrandiz
7230991|GCOM|jcanelles
7230992|GCOM|jcanelles
7230993|GCOM|jcanelles
7230994|GCOM|jcanelles
7230995|GCOM|jcanelles
7230996|GCOM|ivert
7263279|GCOM|alopezba
7263280|GCOM|alopezba
7263281|GCOM|alopezba
7230997|GCOM|jcanelles
7230998|GCOM|cguillamon
7230999|GCOM|erosillo
7263384|GCOM|GESTCOM
7263385|GCOM|jduque
7263430|GCOM|asegarra
7263529|GCOM|jsevilla
7263530|GCOM|agarciares
7263531|GCOM|pgarciaalmonacid
7263532|GCOM|jrincon
7263533|GCOM|jrincon
7263534|GCOM|jrincon
7231000|GCOM|bjulian
7263585|GCOM|jfuentes
7263660|GCOM|pgarciaalmonacid
7263662|GCOM|pgarciaalmonacid
7263683|GCOM|fpineiro
7263692|GCOM|fmena
7263693|GCOM|jsevilla
7263695|GCOM|pmiguell
7263700|GCOM|jlinares
7263711|GCOM|mcastaneda
7263712|GCOM|mcastaneda
7263713|GCOM|mcastaneda
7263714|GCOM|mcastaneda
7263715|GCOM|mcastaneda
7263716|GCOM|mcastaneda
7263717|GCOM|mcastaneda
7263718|GCOM|sllorente
7263719|GCOM|sllorente
7231001|GCOM|eblasco
7231002|GCOM|eblasco
7231003|GCOM|eblasco
7231004|GCOM|eblasco
7263961|GCOM|alopezba
7264032|GCOM|GESTCOM
7264071|GCOM|jsevilla
7264085|GCOM|pgarciaalmonacid
7231005|GCOM|jsala
7264087|GCOM|jrincon
7264088|GCOM|jrincon
7264089|GCOM|jrincon
7231006|GCOM|jsala
7264090|GCOM|jrincon
7231007|GCOM|aaltarriba
7264092|GCOM|fpineiro
7264093|GCOM|agarciares
7231008|GCOM|lpasano
7264151|GCOM|jsevilla
7264174|GCOM|jsevilla
7264179|GCOM|jsevilla
7231010|GCOM|jgutierrezp
7231011|GCOM|jgutierrezp
7264495|GCOM|fpineiro
7264497|GCOM|fpineiro
7264499|GCOM|fpineiro
7264501|GCOM|fpineiro
7264503|GCOM|fpineiro
7264527|GCOM|jsevilla
7264528|GCOM|jsevilla
7264529|GCOM|jsevilla
7264530|GCOM|jsevilla
7264531|GCOM|jsevilla
7264532|GCOM|jsevilla
7264533|GCOM|jsevilla
7264534|GCOM|jroca
7264559|GCOM|fgoirigolzarri
7264560|GCOM|jgutierrezp
7264561|GCOM|jgutierrezp
7264562|GCOM|jgutierrezp
7264566|GCOM|jgutierrezp
7264587|GCOM|fmena
7264606|GCOM|asantosh
7264611|GCOM|asantosh
7231012|GCOM|dchoclan
7231013|GCOM|dchoclan
7231014|GCOM|dchoclan
7231015|GCOM|dchoclan
7264680|GCOM|aferrandiz
7264765|GCOM|mbenitez
7264767|GCOM|mbenitez
7264863|GCOM|sllorente
7264888|GCOM|mbenitez
7264929|GCOM|jsevilla
7286489|GCOM|fpineiro
7286490|GCOM|fpineiro
7265104|GCOM|asanchezpo
7265307|GCOM|sllorente
7265308|GCOM|sllorente
7265309|GCOM|sllorente
7265310|GCOM|sllorente
7265311|GCOM|sllorente
7265312|GCOM|sllorente
7265313|GCOM|sllorente
7265332|GCOM|agarciares
7231016|GCOM|jcanelles
7265379|GCOM|mbenitez
7231022|GCOM|jordonez
7265599|GCOM|mbenitez
7231023|GCOM|arubioq
7265683|GCOM|ggandoy
7231024|GCOM|arubioq
7265880|GCOM|jrincon
7265892|GCOM|mbenitez
7265933|GCOM|aferrandiz
7266019|GCOM|aaltarriba
7266092|GCOM|jrincon
7231025|GCOM|arubioq
7231026|GCOM|arubioq
7266106|GCOM|jrincon
7266122|GCOM|ssaenz
7266123|GCOM|mmoron
7266127|GCOM|mcastaneda
7266280|GCOM|sllorente
7231027|GCOM|jcanelles
7266350|GCOM|jgonzalezmo
7266381|GCOM|fpineiro
7266384|GCOM|sllorente
7266489|GCOM|jsevilla
7266544|GCOM|mmoron
7266546|GCOM|mmoron
7266564|GCOM|mcastaneda
7266567|GCOM|mmoron
7266595|GCOM|jcarrillo
7266673|GCOM|pgarciaalmonacid
7266675|GCOM|pgarciaalmonacid
7266677|GCOM|pgarciaalmonacid
7266679|GCOM|pgarciaalmonacid
7266681|GCOM|pgarciaalmonacid
7266683|GCOM|pgarciaalmonacid
7266708|GCOM|fpineiro
7266730|GCOM|cguillamon
7266744|GCOM|pmiguell
7266826|GCOM|ejarquem
7266998|GCOM|sllorente
7267017|GCOM|GESTCOM
