HAYA_ID|GESTOR|USUARIO
7230381|GADM|dgomez
7230382|GADM|dgomez
7230383|GADM|dgomez
7230384|GADM|dgomez
7230385|GADM|dgomez
7230386|GADM|dgomez
7233198|GADM|dgomez
7230387|GADM|dgomez
7283364|GADM|dgomez
7230388|GADM|dgomez
7230389|GADM|dgomez
7230390|GADM|dgomez
7230391|GADM|dgomez
7230392|GADM|dgomez
7230393|GADM|dgomez
7230394|GADM|dgomez
7230395|GADM|dgomez
7230396|GADM|dgomez
7230397|GADM|dgomez
7233807|GADM|dgomez
7230398|GADM|dgomez
7230399|GADM|dgomez
7230400|GADM|dgomez
7230401|GADM|dgomez
7230402|GADM|dgomez
7230403|GADM|dgomez
7230404|GADM|dgomez
7230405|GADM|dgomez
7288648|GADM|dgomez
7230406|GADM|dgomez
7230407|GADM|dgomez
7288649|GADM|dgomez
7230408|GADM|dgomez
7230409|GADM|dgomez
7230410|GADM|dgomez
7230411|GADM|dgomez
7233828|GADM|dgomez
7230412|GADM|dgomez
7230413|GADM|dgomez
7230414|GADM|dgomez
7230415|GADM|dgomez
7230416|GADM|dgomez
7230417|GADM|dgomez
7230418|GADM|dgomez
7230419|GADM|dgomez
7230420|GADM|dgomez
7230421|GADM|dgomez
7230422|GADM|dgomez
7230423|GADM|dgomez
7230424|GADM|dgomez
7230425|GADM|dgomez
7230426|GADM|dgomez
7230427|GADM|dgomez
7230428|GADM|dgomez
7230429|GADM|dgomez
7230430|GADM|dgomez
7230431|GADM|dgomez
7230432|GADM|dgomez
7230433|GADM|dgomez
7230434|GADM|dgomez
7230435|GADM|dgomez
7230436|GADM|dgomez
7230437|GADM|dgomez
7230438|GADM|dgomez
7230439|GADM|dgomez
7230440|GADM|dgomez
7230441|GADM|dgomez
7230442|GADM|dgomez
7230443|GADM|dgomez
7230444|GADM|dgomez
7230445|GADM|dgomez
7230446|GADM|dgomez
7230447|GADM|dgomez
7230448|GADM|dgomez
7230449|GADM|dgomez
7230450|GADM|dgomez
7230451|GADM|dgomez
7230452|GADM|dgomez
7230453|GADM|dgomez
7230454|GADM|dgomez
7288651|GADM|dgomez
7230455|GADM|dgomez
7230456|GADM|dgomez
7230457|GADM|dgomez
7230458|GADM|dgomez
7230459|GADM|dgomez
7230460|GADM|dgomez
7230461|GADM|dgomez
7230462|GADM|dgomez
7230463|GADM|dgomez
7230464|GADM|dgomez
7230465|GADM|dgomez
7230466|GADM|dgomez
7230467|GADM|dgomez
7230468|GADM|dgomez
7230469|GADM|dgomez
7230470|GADM|dgomez
7230471|GADM|dgomez
7230472|GADM|dgomez
7230473|GADM|dgomez
7230474|GADM|dgomez
7230475|GADM|dgomez
7230476|GADM|dgomez
7230477|GADM|dgomez
7230478|GADM|dgomez
7230479|GADM|dgomez
7230480|GADM|dgomez
7230481|GADM|dgomez
7230482|GADM|dgomez
7230483|GADM|dgomez
7230484|GADM|dgomez
7230485|GADM|dgomez
7230486|GADM|dgomez
7230487|GADM|dgomez
7230488|GADM|dgomez
7230489|GADM|dgomez
7230490|GADM|dgomez
7230491|GADM|dgomez
7230492|GADM|dgomez
7230493|GADM|dgomez
7230494|GADM|dgomez
7230495|GADM|dgomez
7230496|GADM|dgomez
7234564|GADM|dgomez
7234565|GADM|dgomez
7230497|GADM|dgomez
7230498|GADM|dgomez
7230499|GADM|dgomez
7230500|GADM|dgomez
7234754|GADM|dgomez
7230501|GADM|dgomez
7230502|GADM|dgomez
7235136|GADM|dgomez
7230503|GADM|dgomez
7230504|GADM|dgomez
7230505|GADM|dgomez
7230506|GADM|dgomez
7230507|GADM|dgomez
7230508|GADM|dgomez
7230509|GADM|dgomez
7230510|GADM|dgomez
7235330|GADM|dgomez
7235332|GADM|dgomez
7235333|GADM|dgomez
7230511|GADM|dgomez
7230512|GADM|dgomez
7230513|GADM|dgomez
7230514|GADM|dgomez
7230515|GADM|dgomez
7230516|GADM|dgomez
7230517|GADM|dgomez
7230518|GADM|dgomez
7235679|GADM|dgomez
7235710|GADM|dgomez
7230519|GADM|dgomez
7230520|GADM|dgomez
7230521|GADM|dgomez
7230522|GADM|dgomez
7230523|GADM|dgomez
7230524|GADM|dgomez
7230525|GADM|dgomez
7230526|GADM|dgomez
7230527|GADM|dgomez
7230528|GADM|dgomez
7230529|GADM|dgomez
7230530|GADM|dgomez
7230531|GADM|dgomez
7230532|GADM|dgomez
7230533|GADM|dgomez
7230534|GADM|dgomez
7230535|GADM|dgomez
7230536|GADM|dgomez
7230537|GADM|dgomez
7230538|GADM|dgomez
7230539|GADM|dgomez
7230540|GADM|dgomez
7230541|GADM|dgomez
7230542|GADM|dgomez
7230543|GADM|dgomez
7230544|GADM|dgomez
7230545|GADM|dgomez
7230546|GADM|dgomez
7230547|GADM|dgomez
7230548|GADM|dgomez
7230549|GADM|dgomez
7230550|GADM|dgomez
7230551|GADM|dgomez
7230552|GADM|dgomez
7230553|GADM|dgomez
7230554|GADM|dgomez
7230555|GADM|dgomez
7230556|GADM|dgomez
7230557|GADM|dgomez
7230558|GADM|dgomez
7230559|GADM|dgomez
7230560|GADM|dgomez
7230561|GADM|dgomez
7230562|GADM|dgomez
7230563|GADM|dgomez
7230564|GADM|dgomez
7230565|GADM|dgomez
7230566|GADM|dgomez
7230567|GADM|dgomez
7230568|GADM|dgomez
7230569|GADM|dgomez
7230570|GADM|dgomez
7230571|GADM|dgomez
7230572|GADM|dgomez
7230573|GADM|dgomez
7230574|GADM|dgomez
7236832|GADM|dgomez
7230575|GADM|dgomez
7230576|GADM|dgomez
7230577|GADM|dgomez
7230578|GADM|dgomez
7230579|GADM|dgomez
7230580|GADM|dgomez
7230581|GADM|dgomez
7230582|GADM|dgomez
7230583|GADM|dgomez
7230584|GADM|dgomez
7230585|GADM|dgomez
7230586|GADM|dgomez
7230587|GADM|dgomez
7230588|GADM|dgomez
7230589|GADM|dgomez
7230590|GADM|dgomez
7230591|GADM|dgomez
7230592|GADM|dgomez
7230593|GADM|dgomez
7230594|GADM|dgomez
7230595|GADM|dgomez
7230596|GADM|dgomez
7230597|GADM|dgomez
7230598|GADM|dgomez
7230599|GADM|dgomez
7230600|GADM|dgomez
7230601|GADM|dgomez
7230602|GADM|dgomez
7230603|GADM|dgomez
7230604|GADM|dgomez
7230605|GADM|dgomez
7230606|GADM|dgomez
7230607|GADM|dgomez
7230608|GADM|dgomez
7230609|GADM|dgomez
7230610|GADM|dgomez
7230611|GADM|dgomez
7230612|GADM|dgomez
7230613|GADM|dgomez
7230614|GADM|dgomez
7230615|GADM|dgomez
7230616|GADM|dgomez
7230617|GADM|dgomez
7230618|GADM|dgomez
7230619|GADM|dgomez
7230620|GADM|dgomez
7230621|GADM|dgomez
7230622|GADM|dgomez
7238351|GADM|dgomez
7238830|GADM|dgomez
7239613|GADM|dgomez
7239728|GADM|dgomez
7230623|GADM|dgomez
7230624|GADM|dgomez
7230625|GADM|dgomez
7240332|GADM|dgomez
7230626|GADM|dgomez
